name,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,HybRatio,FCSP3
CHEMBL106,0,0,0,5,1,2,0,1,0,0.23076923076923078,0.23076923076923078
CHEMBL1083652,0,0,2,10,3,1,0,0,0,0.058823529411764705,0.058823529411764705
CHEMBL109347,0,0,3,2,1,1,6,3,1,0.6470588235294118,0.6470588235294118
CHEMBL110257,0,0,3,2,1,1,7,3,1,0.6666666666666666,0.6666666666666666
CHEMBL110524,0,0,3,2,1,1,7,3,1,0.6666666666666666,0.6666666666666666
CHEMBL112039,0,0,2,2,1,4,8,5,2,0.7916666666666666,0.7916666666666666
CHEMBL112292,0,0,3,2,1,1,7,3,1,0.6666666666666666,0.6666666666666666
CHEMBL112509,0,0,3,2,1,1,7,3,1,0.6666666666666666,0.6666666666666666
CHEMBL112908,0,0,3,2,1,2,6,4,1,0.6842105263157895,0.6842105263157895
CHEMBL113205,0,0,1,3,1,2,9,4,2,0.7727272727272727,0.7727272727272727
CHEMBL113242,0,0,3,2,1,1,6,3,1,0.6470588235294118,0.6470588235294118
CHEMBL113407,0,0,2,2,1,3,8,4,2,0.7727272727272727,0.7727272727272727
CHEMBL113448,0,0,1,5,2,2,7,3,2,0.6363636363636364,0.6363636363636364
CHEMBL113647,0,0,3,2,1,1,6,3,1,0.6470588235294118,0.6470588235294118
CHEMBL113804,0,0,1,3,1,2,9,4,2,0.7727272727272727,0.7727272727272727
CHEMBL113966,0,0,1,3,1,2,8,4,2,0.7272727272727273,0.7272727272727273
CHEMBL114019,0,0,3,2,1,1,7,3,1,0.6666666666666666,0.6666666666666666
CHEMBL114447,0,0,3,2,1,1,6,3,1,0.6470588235294118,0.6470588235294118
CHEMBL114864,0,0,1,10,2,2,8,3,2,0.5357142857142857,0.5357142857142857
CHEMBL115944,0,0,1,3,1,2,9,4,2,0.7727272727272727,0.7727272727272727
CHEMBL1170,0,0,1,2,1,3,10,3,2,0.8181818181818182,0.8181818181818182
CHEMBL1171987,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1171991,0,0,2,11,6,2,0,0,0,0.09523809523809523,0.09523809523809523
CHEMBL1172559,0,0,2,11,4,2,0,2,0,0.19047619047619047,0.19047619047619047
CHEMBL1172779,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1172842,0,0,2,13,8,2,0,0,0,0.08,0.08
CHEMBL1172847,0,0,2,11,6,2,0,0,0,0.09523809523809523,0.09523809523809523
CHEMBL1172882,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1172883,0,0,2,11,4,1,1,1,0,0.15,0.15
CHEMBL1173259,0,0,2,11,6,2,0,0,0,0.09523809523809523,0.09523809523809523
CHEMBL1173260,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1173261,0,0,2,11,4,1,1,1,0,0.15,0.15
CHEMBL1173326,0,0,2,11,6,2,0,0,0,0.09523809523809523,0.09523809523809523
CHEMBL1173327,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1173335,0,0,2,11,6,2,0,0,0,0.09523809523809523,0.09523809523809523
CHEMBL1173726,0,0,2,11,6,5,0,1,0,0.23076923076923078,0.23076923076923078
CHEMBL1173727,0,0,2,11,6,5,0,1,0,0.23076923076923078,0.23076923076923078
CHEMBL1173795,0,0,2,11,6,5,0,1,0,0.23076923076923078,0.23076923076923078
CHEMBL1173796,0,0,2,11,6,8,0,2,0,0.3225806451612903,0.3225806451612903
CHEMBL1214660,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1214661,0,0,2,11,4,0,1,0,0,0.10526315789473684,0.10526315789473684
CHEMBL1214662,0,0,2,11,4,3,1,1,0,0.21739130434782608,0.21739130434782608
CHEMBL1214663,0,0,2,11,4,3,1,1,0,0.21739130434782608,0.21739130434782608
CHEMBL1214664,0,0,2,11,4,6,1,2,0,0.32142857142857145,0.32142857142857145
CHEMBL1214734,0,0,2,11,4,3,1,1,0,0.25,0.25
CHEMBL1214735,0,0,4,7,4,0,1,0,0,0.0625,0.0625
CHEMBL1214736,0,0,3,9,3,0,1,0,0,0.0625,0.0625
CHEMBL1214737,0,0,3,11,5,0,1,0,0,0.05,0.05
CHEMBL1214738,0,0,2,13,6,0,1,0,0,0.08695652173913043,0.08695652173913043
CHEMBL1214739,0,0,2,13,6,0,1,0,0,0.045454545454545456,0.045454545454545456
CHEMBL1215595,0,0,2,11,4,1,1,1,0,0.19047619047619047,0.19047619047619047
CHEMBL1215596,0,0,2,11,4,1,1,1,0,0.19047619047619047,0.19047619047619047
CHEMBL1215662,0,0,2,9,3,1,0,0,0,0.0625,0.0625
CHEMBL1215663,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1215664,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1215665,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL1215729,0,0,3,11,4,1,1,0,0,0.1,0.1
CHEMBL1215730,0,0,3,11,4,1,1,0,0,0.1,0.1
CHEMBL1215731,0,0,3,10,5,0,1,0,0,0.05263157894736842,0.05263157894736842
CHEMBL1215732,0,0,2,11,4,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL131984,0,0,3,2,1,3,4,3,1,0.6470588235294118,0.6470588235294118
CHEMBL132066,0,0,3,2,1,4,3,4,1,0.6666666666666666,0.6666666666666666
CHEMBL132072,0,0,3,2,1,3,4,3,1,0.6470588235294118,0.6470588235294118
CHEMBL132380,0,0,3,2,1,5,5,3,2,0.7142857142857143,0.7142857142857143
CHEMBL132778,0,0,2,5,3,2,7,3,2,0.5833333333333334,0.5833333333333334
CHEMBL132969,0,0,0,3,2,3,8,3,2,0.7619047619047619,0.7619047619047619
CHEMBL133724,0,0,3,2,1,4,3,4,1,0.6666666666666666,0.6666666666666666
CHEMBL134169,0,0,3,2,1,2,6,4,1,0.6842105263157895,0.6842105263157895
CHEMBL134442,0,0,3,2,1,4,6,4,2,0.7272727272727273,0.7272727272727273
CHEMBL134509,0,0,3,2,1,1,6,5,0,0.6666666666666666,0.6666666666666666
CHEMBL134644,0,0,1,3,2,2,8,3,2,0.6818181818181818,0.6818181818181818
CHEMBL134748,0,0,2,4,0,3,4,3,1,0.6470588235294118,0.6470588235294118
CHEMBL135037,0,0,3,2,1,0,7,4,0,0.6470588235294118,0.6470588235294118
CHEMBL135070,0,0,3,2,1,5,3,3,2,0.6842105263157895,0.6842105263157895
CHEMBL135095,0,0,3,2,1,4,6,4,2,0.7272727272727273,0.7272727272727273
CHEMBL135288,0,0,0,5,3,3,6,2,2,0.6190476190476191,0.6190476190476191
CHEMBL135351,0,0,0,4,2,3,7,3,2,0.7142857142857143,0.7142857142857143
CHEMBL135651,0,0,0,3,1,3,8,4,2,0.8095238095238095,0.8095238095238095
CHEMBL135772,0,0,0,2,1,3,10,4,2,0.8636363636363636,0.8636363636363636
CHEMBL135993,0,0,1,2,1,2,9,4,2,0.8095238095238095,0.8095238095238095
CHEMBL136897,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL136967,1,0,0,2,1,3,8,5,2,0.8571428571428571,0.8181818181818182
CHEMBL137040,0,0,0,3,1,3,9,4,2,0.8181818181818182,0.8181818181818182
CHEMBL137063,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL137415,0,0,1,2,1,3,8,5,2,0.8181818181818182,0.8181818181818182
CHEMBL137463,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL137507,0,0,0,2,1,2,9,3,2,0.8095238095238095,0.8095238095238095
CHEMBL137616,0,0,0,1,1,4,9,5,2,0.9090909090909091,0.9090909090909091
CHEMBL137622,0,0,0,3,2,3,8,3,2,0.7619047619047619,0.7619047619047619
CHEMBL137623,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL137651,1,1,0,1,1,2,9,4,2,0.8947368421052632,0.8095238095238095
CHEMBL138170,0,0,0,3,2,3,8,3,2,0.782608695652174,0.782608695652174
CHEMBL138272,0,0,0,3,2,3,8,3,2,0.7619047619047619,0.7619047619047619
CHEMBL138580,0,0,0,2,1,3,10,4,2,0.8636363636363636,0.8636363636363636
CHEMBL1397,0,0,0,17,1,9,4,2,0,0.40540540540540543,0.40540540540540543
CHEMBL140021,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL1490952,0,0,0,8,2,2,2,0,1,0.3333333333333333,0.3333333333333333
CHEMBL157101,0,0,3,11,1,8,2,0,0,0.38461538461538464,0.38461538461538464
CHEMBL1682887,0,0,1,8,3,2,0,2,0,0.2777777777777778,0.2777777777777778
CHEMBL1682888,0,0,1,8,4,3,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1682889,0,0,2,8,3,3,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1682890,0,0,1,8,3,2,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1682891,0,0,2,7,4,2,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1682892,0,0,2,7,4,2,0,2,0,0.2222222222222222,0.2222222222222222
CHEMBL1682893,0,0,2,7,4,2,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1682894,0,0,2,7,4,4,0,2,0,0.3,0.3
CHEMBL1682895,0,0,2,7,4,4,1,2,0,0.3333333333333333,0.3333333333333333
CHEMBL1682896,0,0,2,7,4,4,1,2,0,0.3333333333333333,0.3333333333333333
CHEMBL1682897,0,0,2,7,4,2,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1682898,0,0,2,6,5,3,0,2,0,0.3,0.3
CHEMBL1682899,0,0,2,6,5,3,0,2,0,0.3,0.3
CHEMBL1682900,0,0,2,6,5,3,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1682901,0,0,2,6,5,3,0,2,0,0.3,0.3
CHEMBL1682902,0,0,2,6,5,3,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1682903,0,0,2,6,5,3,0,2,0,0.3,0.3
CHEMBL1682904,0,0,2,6,5,3,0,2,0,0.3,0.3
CHEMBL1682905,0,0,2,6,5,3,0,2,0,0.3,0.3
CHEMBL1761683,0,0,1,3,2,4,8,3,2,0.7391304347826086,0.7391304347826086
CHEMBL1765101,0,0,1,10,3,2,0,2,0,0.25,0.25
CHEMBL1766169,0,0,1,10,3,2,0,2,0,0.21052631578947367,0.21052631578947367
CHEMBL1766170,0,0,1,10,3,2,0,2,0,0.21052631578947367,0.21052631578947367
CHEMBL1766171,0,0,1,10,3,2,0,2,0,0.21052631578947367,0.21052631578947367
CHEMBL1766172,0,0,1,10,3,2,0,2,0,0.21052631578947367,0.21052631578947367
CHEMBL1766173,0,0,1,10,3,2,0,2,0,0.25,0.25
CHEMBL1766174,0,0,1,10,3,2,0,2,0,0.21052631578947367,0.21052631578947367
CHEMBL1766175,0,0,1,10,3,2,0,2,0,0.21052631578947367,0.21052631578947367
CHEMBL1766176,0,0,2,10,3,3,0,2,0,0.23809523809523808,0.23809523809523808
CHEMBL1766177,0,0,2,10,3,3,0,2,0,0.23809523809523808,0.23809523809523808
CHEMBL1766178,0,0,2,9,4,2,0,2,0,0.23809523809523808,0.23809523809523808
CHEMBL1766179,0,0,1,10,3,2,0,2,0,0.25,0.25
CHEMBL1766180,0,0,1,10,3,2,0,2,0,0.23809523809523808,0.23809523809523808
CHEMBL1766181,0,0,2,9,2,2,0,2,0,0.2222222222222222,0.2222222222222222
CHEMBL1766182,0,0,3,9,2,3,0,2,0,0.25,0.25
CHEMBL1766183,0,0,2,10,3,2,0,1,0,0.15789473684210525,0.15789473684210525
CHEMBL1766184,0,0,2,10,3,2,1,1,0,0.2,0.2
CHEMBL1766185,0,0,2,10,3,1,2,2,0,0.23809523809523808,0.23809523809523808
CHEMBL1766186,0,0,2,10,3,1,1,0,0,0.1111111111111111,0.1111111111111111
CHEMBL1766187,0,0,2,10,3,3,0,2,0,0.23809523809523808,0.23809523809523808
CHEMBL1766188,0,0,2,10,3,3,0,2,0,0.23809523809523808,0.23809523809523808
CHEMBL1766189,0,0,3,9,2,3,0,2,0,0.25,0.25
CHEMBL1766190,0,0,3,9,2,3,0,2,0,0.25,0.25
CHEMBL1766191,0,0,2,10,3,2,1,1,0,0.2,0.2
CHEMBL1766192,0,0,2,10,3,2,1,1,0,0.2,0.2
CHEMBL1921975,0,0,2,7,4,2,0,2,0,0.2631578947368421,0.2631578947368421
CHEMBL1921976,0,0,2,7,4,1,1,1,0,0.2222222222222222,0.2222222222222222
CHEMBL1921977,0,0,2,7,4,1,1,1,0,0.2222222222222222,0.2222222222222222
CHEMBL1921978,0,0,2,7,4,3,0,1,1,0.3,0.3
CHEMBL1921979,0,0,2,7,4,1,1,1,0,0.2222222222222222,0.2222222222222222
CHEMBL1921980,0,0,2,7,4,1,0,1,0,0.2222222222222222,0.2222222222222222
CHEMBL1921981,0,0,2,7,4,1,1,1,0,0.17647058823529413,0.17647058823529413
CHEMBL1921982,0,0,2,7,4,3,1,1,0,0.2631578947368421,0.2631578947368421
CHEMBL1921983,0,0,2,7,4,1,4,1,0,0.3,0.3
CHEMBL1921984,0,0,2,7,4,3,2,1,0,0.3,0.3
CHEMBL1921985,0,0,2,7,4,1,1,1,0,0.2222222222222222,0.2222222222222222
CHEMBL193863,0,0,2,9,4,0,0,0,0,0.0625,0.0625
CHEMBL196796,1,0,2,8,5,0,0,0,0,0.0,0.0
CHEMBL206283,0,0,2,6,5,1,2,0,0,0.1875,0.1875
CHEMBL2105738,0,0,0,9,1,2,8,3,2,0.5769230769230769,0.5769230769230769
CHEMBL2111947,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL2111948,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL2111950,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL2111951,0,0,0,2,2,3,9,3,2,0.8095238095238095,0.8095238095238095
CHEMBL2112280,0,0,0,5,3,3,6,2,2,0.6190476190476191,0.6190476190476191
CHEMBL2112281,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL2112282,0,0,1,2,2,2,9,3,2,0.7619047619047619,0.7619047619047619
CHEMBL2112298,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL2112299,0,0,2,4,3,2,8,3,2,0.625,0.625
CHEMBL2112301,0,0,1,6,2,2,8,3,2,0.625,0.625
CHEMBL2112517,0,0,1,4,2,2,8,3,2,0.6818181818181818,0.6818181818181818
CHEMBL2112518,0,0,1,2,1,2,9,4,2,0.7727272727272727,0.7727272727272727
CHEMBL2112519,0,0,1,2,1,2,9,4,2,0.7727272727272727,0.7727272727272727
CHEMBL2112521,0,0,1,4,2,2,8,3,2,0.6818181818181818,0.6818181818181818
CHEMBL2112522,0,0,3,2,2,2,8,3,2,0.6818181818181818,0.6818181818181818
CHEMBL2112524,0,0,2,3,1,5,9,4,2,0.7692307692307693,0.7692307692307693
CHEMBL2112526,0,0,1,3,2,2,8,3,2,0.6818181818181818,0.6818181818181818
CHEMBL2112528,0,0,2,2,1,3,9,4,2,0.75,0.75
CHEMBL2112533,0,0,2,2,1,3,9,4,2,0.782608695652174,0.782608695652174
CHEMBL2112534,0,0,2,3,2,3,8,3,2,0.6666666666666666,0.6666666666666666
CHEMBL2112731,0,0,1,2,2,2,9,3,2,0.7619047619047619,0.7619047619047619
CHEMBL2112735,0,0,1,2,2,2,9,3,2,0.7619047619047619,0.7619047619047619
CHEMBL2112737,0,0,0,3,2,3,8,3,2,0.7619047619047619,0.7619047619047619
CHEMBL2112746,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL2112747,0,0,0,3,2,3,8,3,2,0.7619047619047619,0.7619047619047619
CHEMBL2112755,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL2112756,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL2112757,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL2112758,0,0,0,1,1,2,10,3,2,0.8571428571428571,0.8571428571428571
CHEMBL2112759,0,0,0,3,1,3,8,4,2,0.8095238095238095,0.8095238095238095
CHEMBL2112761,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL2112764,0,0,1,2,1,3,8,5,2,0.8181818181818182,0.8181818181818182
CHEMBL2112765,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL2112772,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL2112775,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL2112777,0,0,0,2,1,3,9,4,2,0.8571428571428571,0.8571428571428571
CHEMBL2112781,0,0,0,1,1,3,10,4,2,0.9047619047619048,0.9047619047619048
CHEMBL2112782,0,0,0,2,2,3,9,3,2,0.8095238095238095,0.8095238095238095
CHEMBL2112888,0,0,2,2,1,2,10,5,2,0.7916666666666666,0.7916666666666666
CHEMBL2147034,0,0,4,9,3,1,0,0,0,0.05555555555555555,0.05555555555555555
CHEMBL2147035,0,0,6,6,3,1,0,0,0,0.058823529411764705,0.058823529411764705
CHEMBL2147036,0,0,3,10,3,2,0,0,0,0.10526315789473684,0.10526315789473684
CHEMBL2147037,0,0,4,9,3,1,0,0,0,0.05555555555555555,0.05555555555555555
CHEMBL2147038,0,0,4,9,3,1,0,0,0,0.05555555555555555,0.05555555555555555
CHEMBL2147039,0,0,4,7,3,1,0,0,0,0.058823529411764705,0.058823529411764705
CHEMBL2147040,0,0,4,9,3,1,0,0,0,0.05555555555555555,0.05555555555555555
CHEMBL2147041,0,0,2,6,3,3,0,0,0,0.2,0.2
CHEMBL2147042,1,0,2,6,3,2,0,0,0,0.14285714285714285,0.13333333333333333
CHEMBL2147043,0,0,2,6,3,1,3,0,0,0.25,0.25
CHEMBL2147044,0,0,2,7,2,2,0,0,0,0.14285714285714285,0.14285714285714285
CHEMBL2147045,0,0,2,5,2,2,0,0,0,0.15384615384615385,0.15384615384615385
CHEMBL2147046,0,0,2,5,2,4,0,0,0,0.26666666666666666,0.26666666666666666
CHEMBL2147047,0,0,2,11,2,0,0,0,0,0.0,0.0
CHEMBL2163638,0,0,3,3,3,3,4,1,0,0.4444444444444444,0.4444444444444444
CHEMBL2163639,0,0,3,3,3,1,6,1,0,0.4444444444444444,0.4444444444444444
CHEMBL2163641,0,0,4,4,3,1,3,0,0,0.25,0.25
CHEMBL2163646,0,0,3,8,4,1,4,0,0,0.2727272727272727,0.2727272727272727
CHEMBL2165313,0,0,3,6,3,0,2,0,0,0.14285714285714285,0.14285714285714285
CHEMBL2165314,0,0,3,6,3,0,2,0,0,0.2,0.2
CHEMBL2165315,0,0,3,6,3,0,2,0,0,0.25,0.25
CHEMBL2165316,0,0,3,6,3,2,2,0,0,0.25,0.25
CHEMBL2165317,0,0,3,6,3,2,2,0,0,0.29411764705882354,0.29411764705882354
CHEMBL2165318,0,0,3,6,3,0,7,0,0,0.3684210526315789,0.3684210526315789
CHEMBL2165319,0,0,3,6,3,0,7,0,0,0.4,0.4
CHEMBL2165320,0,0,3,11,4,1,2,0,0,0.14285714285714285,0.14285714285714285
CHEMBL2165321,0,0,3,11,4,1,2,0,0,0.18181818181818182,0.18181818181818182
CHEMBL2165322,0,0,3,6,3,0,2,0,0,0.14285714285714285,0.14285714285714285
CHEMBL2165323,0,0,3,10,5,0,2,0,0,0.1,0.1
CHEMBL2165324,0,0,5,7,5,0,2,0,0,0.10526315789473684,0.10526315789473684
CHEMBL2165325,0,0,5,6,5,0,2,0,0,0.1111111111111111,0.1111111111111111
CHEMBL2311169,0,0,0,2,1,2,9,3,2,0.8421052631578947,0.8421052631578947
